"ISN_DOB_BIS_VIOL","BORO","BIN","BLOCK","LOT","ISSUE_DATE","VIOLATION_TYPE_CODE","VIOLATION_NUMBER","HOUSE_NUMBER","STREET","DISPOSITION_DATE","DISPOSITION_COMMENTS","DEVICE_NUMBER","DESCRIPTION","ECB_NUMBER","NUMBER","VIOLATION_CATEGORY","VIOLATION_TYPE"
"2789557","1","1009373","00570","07501","20250225","C","25-00324","55","5 AVENUE",,,,"AT TIME OF INSPECTION OBSERVED AT ROOF LEVEL EXP.4, CORNICE IN STATE            OF DISREPAIR WITH EXPOSED HOLE, METAL HANGING AND IN DANGER OF FURTHER          COLLAPSE.",,"V022525C25-00324","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2789264","1","1009429","00572","00038","20250207","C","25-00229","20","5 AVENUE",,,,"WINDOW AIR-CONDITIONING UNITS INSTALLED AT LANDMARK MD PROPERTY HAVE            INTERIOR SUPPORT BRACKETS. BUILDING OWNER TO PROVIDE TO DOB AN                  ENGINEERS REPORT IDENTIFYING LOADS IMPOSED ON EXISTING WINDOW FRAMES            BY A.C UNITS ARE ACCEPTABLE. ALSO TO IDENTIFY MEANS AND METHODS FOR             ALL EXISTING AND FUTURE A.C UNIT INSTALLATION AT EXISTING WINDOW",,"V020725C25-00229","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2789358","1","1010023","00588","00029","20250212","LANDMK","25-0451","296","BLEECKER STREET",,,,,,"V021225LANDMK25-0451","V-DOB VIOLATION - ACTIVE","LANDMK-LANDMARK                                                        NONE"
"2788076","1","1010672","00610","00025","20250114","C","25-00054","176","WAVERLY PLACE",,,,"ATOI OBS LARGE OPENINGS BETWEEN PARTITIONS W/OUT SHORING, COLD FORM             STEEL & STRUCTURAL STEEL THROUGHOUT THE ENTIRE LEFT &RIGHT OF THE MAIN          ENTRANCE BROKEN WALLS ALL FL TOP OF WALL INWARD& DIAGONAL CRACKS,OPEN           LOOSE ENTIRE LENGTH OF WALLS CRACKS, DISLODGED& EXPOSED & OPEN                  THROUGHOUT SITE",,"V011425C25-00054","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2788753","1","1010860","00612","07503","20250128","LANDMK","25-0409","259","WEST    4 STREET",,,,,,"V012825LANDMK25-0409","V-DOB VIOLATION - ACTIVE","LANDMK-LANDMARK                                                        NONE"
"2788547","1","1011004","00615","00014","20250127","C","25-00132","266","WEST 12 STREET",,,,"DUE TO UNSAFE MASONRY WALL CONDITIONS AT EXP #2 (HEAVILY OUT OF PLUMB           CHIMNEY) OF ADJACENT PROPERTY 268 WEST 12TH ST THE ENTIRE REAR YARD OF          PROPERTY 266 W 12TH ST HAS BEEN RENDERED UNSAFE TO OCCUPY.",,"V012725C25-00132","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2787707","1","1011074","00616","00046","20250108","LANDMK","25-0394","63","8 AVENUE",,,,,,"V010825LANDMK25-0394","V-DOB VIOLATION - ACTIVE","LANDMK-LANDMARK                                                        NONE"
"2788556","1","1011094","00617","00055","20250127","FISPHAZ","912011","36","7 AVENUE",,,"901370","CYCLE 9B UNSAFE REPORT FILED",,"V012725FISPHAZ912011","V-DOB VIOLATION - ACTIVE","FISPHAZ-HAZARDOUS CONDITION (FACADE)                                    FACADE  REQUIRED"
"2788511","1","1011705","00629","00027","20250123","IMEGNCY","18965","316","WEST 14 STREET","20250127","IED IS RESOLVED.  WORK COMPLETED BY     OWNER AND VERIFIED BY DOB.",,"REMEDY- PROVIDE SIDEWALK SHED AT EXP#1 TIGHT TO THE FACADE APPROX 35            LINEAR FEET TO SAFEGUARD PUBLIC FROM FALLING STONE",,"V*012325IMEGNCY18965","V*-DOB VIOLATION - DISMISSED","IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL"
"2788524","1","1012075","00641","00010","20250124","C","25-00115","130","JANE STREET",,,,"AT TIME OF INSPECTION OBSERVED MULTIPLE LARGE AND MEDIUM CRACKING OF            SHEETROCK AND BRICKS, ALSO CABINETS, DOORS AND WINDOWS OUT OF PLUMB AT          MULTIPLE LOCATIONS THROUGHOUT INTERIOR OF DUPLEX APARTMENT 6/5 C AND            APARTMENT 1D DUE TO ONGOING CONSTRUCTION OPERATIONS AT ADJACENT                 PROPERTY 134 JANE STREET.",,"V012425C25-00115","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2789176","1","1012596","00717","00063","20250205","LANDMK","22-0013","438","WEST   20 STREET",,,,,,"V020525LANDMK22-0013","V-DOB VIOLATION - ACTIVE","LANDMK-LANDMARK                                                        NONE"
"2789277","1","1012836","00728","00060","20250209","C","25-00236","450","WEST 31 STREET",,,,"STRUCTURE RENDERED NON COMPLIANT AT TIME OF INSPECTION. DAMAGE                  OBSERVED TO HAVE BEEN SUSTAINED TWO SUPPORT BEAMS DISPLACED AND OUT OF          PLUMB. TWO SECTIONS OF CROSS BRACING BENT ON THE LEFT HAND SIDE OF              SIDEWALK SHED DUE TO CAR IMPACT. SIDEWALK SHED APPROX 60X10",,"V020925C25-00236","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2789325","1","1012836","00728","00060","20250209","C","CER01DG","450","WEST 31 STREET",,,,"STRUCTURE RENDERED NON COMPLIANT DUT TO CAR INTO SIDEWALK SHED . THE            FOLLOWING DAMAGES OCCURRED . 2 METAL COLUMNS ARE OUT PLUMB , CROSS BRA          CING BENT OF LEFT HAND SIDE OF SHED . SIDE WALK IS APPROXIMATELY 70 X           12 '",,"V020925CCER01DG","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2789324","1","1012836","00728","00060","20250209","C","CER02DG","450","WEST 31 STREET",,,,"STRUCTURE RENDERED NON COMPLIANT. DUE TO CAR INTO SIDEWALK SHED. THE F",,"V020925CCER02DG","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2789653","1","1012978","00735","00057","20250207","C","FEU10401AK","432","WEST 38 STREET",,,,"FAILURE TO MAINTAIN.AT TIME OF INSPCTN,OBSRVD FACADE IN A STATE OF              DISREPAIR.AT EXP1,DIAGONL HEADR TYPE FACAE W/BULGE BTWN 4TH&5TH FLRS            TWRDS EXP4 SIDE,W/WNDWS VISIBLY OUT OF ALIGNMNT W/OUTR MASONRY.OWNR TO          ENGAGE NYSPE&ENDRSD CNTRCTR TO EVAL THE ENT BLDG&RPAIR UNDR PRMT,W/             PRMTS FILED BY 4/7/25.SGN OFF RPAIR WRK 6/9/25",,"V020725CFEU10401AK","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2789654","1","1012978","00735","00057","20250207","C","FEU10402AK","432","WEST 38 STREET",,,,"FAILURE TO MAINTAIN.AT TIME OF INSPECTN,OBSRVD FACADE IN A STATE OF             DISREPAIR.AT EXP1,DIAGONAL HEADR TYPE OF FACADE W/BULGE BTWN 4TH&5TH            FLRS TWRDS EXP4 SIDE,W/WNDWS VISIBLY OUT OF ALIGNMNT W/OUTR MSNRY.OWNR          TO ENGAGE NYSPE&ENDRSD CNTRCTR TO EVAL THE ENT BLDG&RPAIR UNDR PRMT",,"V020725CFEU10402AK","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2788504","1","1013711","00764","00001","20250123","FISPHAZ","912006","80","8 AVENUE",,,"901579","CYCLE 9A UNSAFE REPORT FILED",,"V012325FISPHAZ912006","V-DOB VIOLATION - ACTIVE","FISPHAZ-HAZARDOUS CONDITION (FACADE)                                    FACADE  REQUIRED"
"2788790","1","1014108","00772","00012","20250122","AEUHAZ1","00013","261","WEST 22 STREET",,,,"FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION","35686820M","V012225AEUHAZ100013","V-DOB VIOLATION - ACTIVE","AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE"
"2788209","1","1015006","00801","07503","20250108","AEUHAZ1","00012","127","WEST 25 STREET","20250210","000810 PAID INVOICE 90857876",,"FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION","39129377K","V*010825AEUHAZ100012","V*-DOB VIOLATION - DISMISSED","AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE"
"2788210","1","1015006","00801","07503","20250108","AEUHAZ1","00013","127","WEST 25 STREET","20250210","000810 PAID INVOICE 90857877",,"FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION","39129805H","V*010825AEUHAZ100013","V*-DOB VIOLATION - DISMISSED","AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE"
"2788575","1","1015033","00802","00006","20250128","C","25-00144","165","WEST 26 STREET",,,,"ATOI OF A 7-STORY BUILDING IT WAS OBSERVED AT                                   EXPO:#3,HORIZONTAL&VERTICAL HAIRLINE CRACKED, OBSERVED SPALLED. MORTAR          JOINS DETERIORATED. AND MISSING MORTAR. OBSERVED WALL INWARD& DIAGONAL          CRACK & STEP CRACKING THROUGHOUT FA ADE .",,"V012825C25-00144","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2789630","1","1015785","00832","00039","20250224","LANDMK","25-0465","284","FIFTH AVENUE",,,,,,"V022425LANDMK25-0465","V-DOB VIOLATION - ACTIVE","LANDMK-LANDMARK                                                        NONE"
"2788211","1","1016061","00842","07501","20250108","AEUHAZ1","00014","69","5 AVENUE","20250226","000810 PAID INVOICE 90859616",,"FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION","39126627K","V*010825AEUHAZ100014","V*-DOB VIOLATION - DISMISSED","AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE"
"2788792","1","1016132","00846","00041","20250122","AEUHAZ1","00015","220","PARK AVENUE SOUTH",,,,"FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION","35686914N","V012225AEUHAZ100015","V-DOB VIOLATION - ACTIVE","AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE"
"2789469","1","1017814","00871","00068","20250219","FISPHAZ","912034","33","IRVING PLACE",,,"902550","CYCLE 9C UNSAFE REPORT FILED",,"V021925FISPHAZ912034","V-DOB VIOLATION - ACTIVE","FISPHAZ-HAZARDOUS CONDITION (FACADE)                                    FACADE  REQUIRED"
"2788212","1","1019542","00897","00063","20250108","AEUHAZ1","00015","1","RUTHERFORD PLACE","20250214","000810 PAID INVOICE 90858420",,"FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION","39128477N","V*010825AEUHAZ100015","V*-DOB VIOLATION - DISMISSED","AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE"
"2788741","1","1019906","00909","00046","20250203","FISPHAZ","912016","216","EAST 29 STREET",,,"912105","CYCLE 9A UNSAFE REPORT FILED",,"V020325FISPHAZ912016","V-DOB VIOLATION - ACTIVE","FISPHAZ-HAZARDOUS CONDITION (FACADE)                                    FACADE  REQUIRED"
"2789272","1","1019953","00911","00028","20250210","FISPHAZ","912021","249","EAST 30 STREET",,,"918376","CYCLE 9C UNSAFE REPORT FILED",,"V021025FISPHAZ912021","V-DOB VIOLATION - ACTIVE","FISPHAZ-HAZARDOUS CONDITION (FACADE)                                    FACADE  REQUIRED"
"2789481","1","1022610","00996","00001","20250219","FISPHAZ","912044","1500","BROADWAY",,,"903035","CYCLE 9A UNSAFE REPORT FILED",,"V021925FISPHAZ912044","V-DOB VIOLATION - ACTIVE","FISPHAZ-HAZARDOUS CONDITION (FACADE)                                    FACADE  REQUIRED"
"2788793","1","1024811","01022","00035","20250122","AEUHAZ1","00016","200","WEST 51 STREET","20250226","000810 PAID INVOICE 90859634",,"FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION","35686817L","V*012225AEUHAZ100016","V*-DOB VIOLATION - DISMISSED","AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE"
"2789520","1","1024817","01023","00018","20250221","FISPHAZ","912069","226","WEST 52 STREET",,,"903187","CYCLE 9C UNSAFE REPORT FILED",,"V022125FISPHAZ912069","V-DOB VIOLATION - ACTIVE","FISPHAZ-HAZARDOUS CONDITION (FACADE)                                    FACADE  REQUIRED"
"2789281","1","1024937","01033","00006","20250205","C","LL0401SB","351","WEST 42 STREET",,,,"EMERGENCY WORK ORDER TO IMMEDIATELY REMOVE LOOSE HAZARDOUS MATERIAL             SUCH AS CRACKED/DAMAGED TERRA COTTA AND CRACKED BRICKS. REMEDY:                 IMMEDIATELY PROVIDE SAFETY MEASURES UNDER DIRECTION OF A LICENSED               PROFESSSIONAL AT EXPOSURE 1, SOUTH ELEVATION, AT WEST 42ND STREET",,"V020525CLL0401SB","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2788155","1","1024937","01033","00006","20250121","FISPHAZ","912004","351","WEST 42 STREET",,,"903236","CYCLE 9C UNSAFE REPORT FILED",,"V012125FISPHAZ912004","V-DOB VIOLATION - ACTIVE","FISPHAZ-HAZARDOUS CONDITION (FACADE)                                    FACADE  REQUIRED"
"2789313","1","1025031","01036","00063","20250213","C","25-00257","650","9 AVENUE",,,,"OWNER TO HIRE NYSPE TO SUBMIT REPORT TO                                         ERTINSPECTIONS.BUILDING.NYC.GOV WITH 3 DAYS, ADDRESSING ALL CONDITIONS          W/PLANS, PHOTOS, RECOMMENDING TIME FRAME AND REPAIRS TO BE COMPLETED.",,"V021325C25-00257","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2789369","1","1025031","01036","00063","20250213","IMEGNCY","19002","650","9 AVENUE",,,,"PROVIDE APPX 45 LINEAR FEET OF SIDEWALK SHED AT EXPO #1 TO SAFEGUARD             THE PUBLIC AND PROPERTY",,"V021325IMEGNCY19002","V-DOB VIOLATION - ACTIVE","IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL"
"2789522","1","1025133","01039","00012","20250221","C","SR10409DO","349","WEST 48 STREET",,,,"PARTIAL VACATE ORDER DUE TO MULTIPLE HAZARDOUS CONDITIONS SUCH AS BULG          CRACKED & SPALLING MASONRY BRICK AT PARAPET BUILDING FACADE. THESE              CONDITIONS HAVE THEREFORE MADE 4FL TERRACE EXP#2 W & 3 NORTH AND REAR           YARD THE 2FL ROOF SET BACK N EXP#3 UNABLE TO OCCUPY.REMEDY: VACATE 4FL          TERRACES @ EXPS 2 W & NORTH REAR YARD THE 2FL ROOF SETBACK S EXP#3",,"V022125CSR10409DO","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2789661","1","1026318","01049","07501","20250228","C","25-00351","25","COLUMBUS CIRCLE",,,,"AT TIME OF INSPECTION INSPECTION BEING CONDUCTED BY BUILDING ENGINEER           USING DAVIT SYSTEM. BASKET MADE CONTACT WITH 3 WINDOWS AT APT.78 LEVEL          FOR UNKNOWN REASON CAUSING WINDOWS TO BREAK.",,"V022825C25-00351","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2789455","1","1027104","01093","00042","20250219","C","25-00292","618","WEST 46 STREET",,,,"STRUCTURE RENDERED NON-COMPLIANT. AT TIME OF INSPECTION OBSERVED                CHARRED REMAINS OF HOUSEHOLD MATERIAL,OFFICE SUPPLIES. ALL WINDOWS ARE          OUT DUE TO FIRE AT 618 WEST 46TH STREET. VACATE ENTIRE BUILDING.",,"V021925C25-00292","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2789511","1","1028830","01132","00020","20250220","FISPHAZ","912060","113","WEST 60 STREET",,,"913092","CYCLE 9C UNSAFE REPORT FILED",,"V022025FISPHAZ912060","V-DOB VIOLATION - ACTIVE","FISPHAZ-HAZARDOUS CONDITION (FACADE)                                    FACADE  REQUIRED"
"2788218","1","1029658","01141","00051","20250108","AEUHAZ1","00021","154","WEST 70 STREET","20250211","000810 PAID INVOICE 90858033",,"FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION","39128877M","V*010825AEUHAZ100021","V*-DOB VIOLATION - DISMISSED","AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE"
"2789297","1","1029964","01144","00134","20250212","C","25-00247","104","WEST 73 STREET",,,,"UNPERMITTED STRUCTURAL OPENINGS TO THE BASEMENT LEVEL PARTY WALL                SHARED BY BUILDINGS 104 AND 106 WEST 73 STREET.",,"V021225C25-00247","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2788795","1","1030396","01162","00141","20250122","AEUHAZ1","00018","220","WEST 71 STREET",,,,"FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION","35686273M","V012225AEUHAZ100018","V-DOB VIOLATION - ACTIVE","AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE"
"2788219","1","1030942","01182","00049","20250108","AEUHAZ1","00022","342","WEST 71 STREET",,,,"FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION","39127414L","V010825AEUHAZ100022","V-DOB VIOLATION - ACTIVE","AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE"
"2788134","1","1033105","01232","00014","20250119","C","25-00080","211","WEST 84 STREET","20250218","OK TO DISMISS-AS PERINSPECTOR SIDEWALK   SHED TO IN COMPLIANCE",,"STRUCTURE RENDERED NON COMPLIANT DUE TO VEHICLE IMPACTING SHED. AT              TIME OF INSPECTION MULTIPLE UPRIGHT POSTS AND CROSS BRACING WAS                 DISPLACED ALONG WITH DAMAGED FENCE TO ENTRANCE OF SITE.",,"V*011925C25-00080","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2788220","1","1033224","01235","00061","20250108","AEUHAZ1","00023","574","WEST END AVENUE",,,,"FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION","39129675Z","V010825AEUHAZ100023","V-DOB VIOLATION - ACTIVE","AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE"
"2788503","1","1033648","01241","00025","20250123","FISPHAZ","912005","201","WEST 93 STREET",,,"903947","NYCHA CYCLE 9C UNSAFE REPORT FILED",,"V012325FISPHAZ912005","V-DOB VIOLATION - ACTIVE","FISPHAZ-HAZARDOUS CONDITION (FACADE)                                    FACADE  REQUIRED"
"2788796","1","1033649","01241","00035","20250122","AEUHAZ1","00019","698","AMSTERDAM AVENUE",,,,"FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION","35686595P","V012225AEUHAZ100019","V-DOB VIOLATION - ACTIVE","AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE"
"2788797","1","1033650","01241","00036","20250122","AEUHAZ1","00020","200","WEST 94 STREET",,,,"FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION","35686596R","V012225AEUHAZ100020","V-DOB VIOLATION - ACTIVE","AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE"
"2788535","1","1035393","01281","00021","20250124","IMEGNCY","18971","371","MADISON AVENUE",,,,"REPLACE OR REPAIR THE DISPLACED VERTICAL MEMBERS OF THE SIDEWALK SHED            IMMEDIATELY,ENSURING COMPLIANCE WITH NYC BUILDING CODE §3307, AND              STABILIZE THE STRUCTURE TO RESTORE SAFETY FOR PUBLIC USE",,"V012425IMEGNCY18971","V-DOB VIOLATION - ACTIVE","IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL"
"2789457","1","1038781","01338","07501","20250219","C","25-00294","301","EAST 45 STREET",,,,"I OBSERVED IN APT 6E IN THE KITCHEN AREA AND HALLWAY WIRES EXPOSED AND          LIGHT FIXTURES HANGING ,ELECTRICAL WIRES DAMAGE THROUGHOUT DUE TO               FIRE.",,"V021925C25-00294","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2788510","1","1038895","01339","00001","20250123","IMEGNCY","18966","862","2 AVENUE","20250221","IED IS RESOLVED. IED IS CLOSED. WORK IS COMPLETED BY OWNER VERIFIED BY DOB.",,"REMEDY: PROVIDE A TOTAL OF 100'-0""LF OF CONSTRUCTION FENCE WITH 25'-0           AND 75'-0""LF AT EXP #4 (EAST 46TH ST). NOTE FENCE TO BE A MINIMUM OF            4'-0"" FROM EXTERIOR WALL OF PROPERTY",,"V*012325IMEGNCY18966","V*-DOB VIOLATION - DISMISSED","IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL"
"2788576","1","1039468","01342","00023","20250128","C","25-00147","877","1 AVENUE",,,,"STRUCTURE RENDERED NON-COMPLIANT. AT TIME OF INSPECTION DAMAGE TO HAVE          BEEN SUSTAINED TO ALUMINUM STOREFRONT AT COMMERCIAL SPACE DUE TO                VEHICLE IMPACT. NO OTHER DEFECTS OR STRUCTURAL ISSUES OBSERVED.",,"V012825C25-00147","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
